file_path,file_name,size_gb,size_bytes,modified_time,drive
R:\20241213_MFA\set6_withoutipRGC\2024.12.13-10.22.03-Rec-.cmtr,2024.12.13-10.22.03-Rec-.cmtr,1.6,1719083876,2024-12-13 18:59:24,R:
M:\20240117_protocol_test\2024.01.17-11.15.41-Rec-.cmtr,2024.01.17-11.15.41-Rec-.cmtr,1.6,1713707324,2024-01-17 20:34:09,M:
P:\JHU2022\JHU_data\2022.12.22-18.17.00-Rec-.cmtr,2022.12.22-18.17.00-Rec-.cmtr,1.59,1712035760,2023-03-31 21:08:20,P:
M:\20231129_Rd\2023.11.29-14.17.59-Rec-.cmtr,2023.11.29-14.17.59-Rec-.cmtr,1.59,1710483236,2023-11-29 23:31:34,M:
O:\20250513_Jason\2025.05.13-11.48.46-Rec-.cmtr,2025.05.13-11.48.46-Rec-.cmtr,1.59,1704982064,2025-05-14 04:22:28,O:
M:\20230501_Rd\2023.05.01-11.14.28-Rec-.cmtr,2023.05.01-11.14.28-Rec-.cmtr,1.59,1704433040,2023-05-01 22:02:33,M:
M:\20230427_Rd\2023.04.27-13.25.45-Rec-.cmtr,2023.04.27-13.25.45-Rec-.cmtr,1.59,1703589732,2023-04-30 03:12:51,M:
L:\20230616_NIH_SingleKO\2023.06.16-11.09.35-Rec-.cmtr,2023.06.16-11.09.35-Rec-.cmtr,1.58,1698643208,2023-06-18 07:16:58,L:
L:\20230905_Rd\2023.09.05-15.22.42-Rec-.cmtr,2023.09.05-15.22.42-Rec-.cmtr,1.58,1698532488,2023-09-06 13:01:27,L:
Q:\20230608_NIH_tripleKO\2023.06.08-12.38.16-Rec-.cmtr,2023.06.08-12.38.16-Rec-.cmtr,1.58,1697901880,2023-06-10 15:31:01,Q:
M:\20231212_WT_AAV_opn4\2023.12.12-10.59.33-Rec-.cmtr,2023.12.12-10.59.33-Rec-.cmtr,1.58,1697869036,2023-12-12 17:46:28,M:
M:\20231129_Rd\2023.11.29-13.48.59-Rec-.cmtr,2023.11.29-13.48.59-Rec-.cmtr,1.58,1696905464,2023-11-30 13:15:52,M:
L:\20230915_NMDA\2023.09.15-12.47.44-Rec-.cmtr,2023.09.15-12.47.44-Rec-.cmtr,1.57,1691124204,2023-09-18 13:08:26,L:
Q:\20230608_NIH_tripleKO\2023.06.08-12.13.10-Rec-.cmtr,2023.06.08-12.13.10-Rec-.cmtr,1.57,1688914084,2023-06-09 16:51:31,Q:
Q:\20230505_NIH_singleKO\2023.05.05-14.06.23-Rec-.cmtr,2023.05.05-14.06.23-Rec-.cmtr,1.57,1688662916,2023-05-08 17:35:57,Q:
Q:\20230505_NIH_singleKO\2023.05.05-12.40.48-Rec-.cmtr,2023.05.05-12.40.48-Rec-.cmtr,1.57,1685661672,2023-05-06 05:35:43,Q:
Q:\20230531_REST_WT\2023.05.31-15.02.51-Rec-.cmtr,2023.05.31-15.02.51-Rec-.cmtr,1.56,1673755896,2023-05-31 21:20:43,Q:
L:\20230913_Ben_SB_CP\Agonist CP\2023.09.12-10.52.54-Rec-.cmtr,2023.09.12-10.52.54-Rec-.cmtr,1.56,1672917908,2023-09-15 12:36:48,L:
M:\20230502_Rd\2023.05.02-11.41.35-Rec-.cmtr,2023.05.02-11.41.35-Rec-.cmtr,1.56,1672860112,2023-05-03 20:00:53,M:
L:\20230822_REST_WT\2023.08.22-15.43.06-Rec-.cmtr,2023.08.22-15.43.06-Rec-.cmtr,1.56,1669763356,2023-08-27 21:51:46,L:
Q:\20230526_REST\2023.05.26-11.37.08-Rec-.cmtr,2023.05.26-11.37.08-Rec-.cmtr,1.55,1661237672,2023-05-27 19:02:48,Q:
L:\20230620_FAD\2023.06.20-14.19.11-Rec-.cmtr,2023.06.20-14.19.11-Rec-.cmtr,1.55,1659005296,2023-07-03 00:58:51,L:
M:\20230501_Rd\2023.05.01-12.02.19-Rec-.cmtr,2023.05.01-12.02.19-Rec-.cmtr,1.54,1656919536,2023-05-02 16:29:11,M:
L:\202301\20230110\2023.01.10-12.04.56-Rec-.cmtr,2023.01.10-12.04.56-Rec-.cmtr,1.54,1656075684,2023-02-09 20:00:18,L:
L:\20230906_Rd\2023.09.06-11.20.41-Rec-.cmtr,2023.09.06-11.20.41-Rec-.cmtr,1.54,1654048136,2023-09-07 01:44:40,L:
O:\20250523_Jason\2025.05.23-12.43.09-Rec-.cmtr,2025.05.23-12.43.09-Rec-.cmtr,1.54,1652552004,2025-05-25 10:12:49,O:
Q:\20230523_NIH_singleKO\2023.05.23-13.02.04-Rec-.cmtr,2023.05.23-13.02.04-Rec-.cmtr,1.53,1643081364,2023-05-25 09:58:58,Q:
L:\202301\20230110\2023.01.10-13.14.51-Rec-.cmtr,2023.01.10-13.14.51-Rec-.cmtr,1.53,1639496104,2023-02-09 23:32:48,L:
L:\20230913_Ben_SB_CP\Antagnist SB\2023.09.12-16.36.56-Rec-.cmtr,2023.09.12-16.36.56-Rec-.cmtr,1.53,1637671448,2023-09-14 08:28:24,L:
L:\20230811_NIH_tripleKO\2023.08.11-12.06.07-Rec-.cmtr,2023.08.11-12.06.07-Rec-.cmtr,1.52,1635447380,2023-08-14 23:34:11,L:
O:\20250402_Rd\2025.04.02-12.09.15-Rec-.cmtr,2025.04.02-12.09.15-Rec-.cmtr,1.52,1634401372,2025-04-16 03:15:10,O:
P:\20251002_HttrB_antagonist\2025.10.02-11.55.29-Rec-.cmtr,2025.10.02-11.55.29-Rec-.cmtr,1.52,1634171240,2025-11-04 12:35:35,P:
P:\JHU2022\JHU_data\2022.12.22-17.56.28-Rec-.cmtr,2022.12.22-17.56.28-Rec-.cmtr,1.52,1633249644,2023-03-27 22:26:04,P:
L:\202301\20230119\2023.01.19-11.36.15-Rec-.cmtr,2023.01.19-11.36.15-Rec-.cmtr,1.52,1630024600,2023-01-30 18:42:35,L:
L:\20230815_REST\2023.08.15-12.21.19-Rec-.cmtr,2023.08.15-12.21.19-Rec-.cmtr,1.51,1621839336,2023-08-31 18:08:36,L:
M:\20231026_WT\2023.10.26-10.09.13-Rec-.cmtr,2023.10.26-10.09.13-Rec-.cmtr,1.51,1618971304,2023-10-28 00:27:02,M:
Q:\20230505_NIH_singleKO\2023.05.05-13.40.43-Rec-.cmtr,2023.05.05-13.40.43-Rec-.cmtr,1.5,1610920988,2023-05-07 19:17:56,Q:
M:\20230427_Rd\2023.04.27-14.24.08-Rec-.cmtr,2023.04.27-14.24.08-Rec-.cmtr,1.5,1609062692,2023-04-29 02:25:18,M:
Q:\20230505_NIH_singleKO\2023.05.05-12.32.21-Rec-.cmtr,2023.05.05-12.32.21-Rec-.cmtr,1.5,1607961744,2023-05-06 00:16:55,Q:
L:\20230609_NIH_SingleKO\2023.06.09-11.02.33-Rec-.cmtr,2023.06.09-11.02.33-Rec-.cmtr,1.5,1607016716,2023-06-18 14:25:11,L:
L:\202301\20230119\2023.01.19-12.33.44-Rec-.cmtr,2023.01.19-12.33.44-Rec-.cmtr,1.48,1586639732,2023-01-31 08:28:10,L:
Q:\20230608_NIH_tripleKO\2023.06.08-10.14.08-Rec-new.cmtr,2023.06.08-10.14.08-Rec-new.cmtr,1.48,1584673928,2023-06-26 16:14:57,Q:
P:\JHU2022\JHU_data\2022.12.22-14.09.51-Rec-.cmtr,2022.12.22-14.09.51-Rec-.cmtr,1.47,1583746060,2023-06-12 18:20:52,P:
L:\202301\20230125\2023.01.25-13.19.05-Rec-.cmtr,2023.01.25-13.19.05-Rec-.cmtr,1.47,1580169160,2023-02-02 09:24:08,L:
M:\20230502_Rd\2023.05.02-11.37.23-Rec-.cmtr,2023.05.02-11.37.23-Rec-.cmtr,1.47,1578541948,2023-05-03 17:30:10,M:
M:\20240226_protocol_test\2024.02.26-10.42.44-Rec-.cmtr,2024.02.26-10.42.44-Rec-.cmtr,1.45,1560101536,2024-02-26 20:36:52,M:
R:\20250227_Rd\2025.02.27-10.16.46-Rec-.cmtr,2025.02.27-10.16.46-Rec-.cmtr,1.45,1558254616,2025-03-03 12:04:12,R:
M:\20240123_protocol_test\2024.01.23-11.45.29-Rec-.cmtr,2024.01.23-11.45.29-Rec-.cmtr,1.45,1555458792,2024-01-25 17:46:43,M:
M:\20231031_Rd\2023.10.31-10.52.46-Rec-.cmtr,2023.10.31-10.52.46-Rec-.cmtr,1.45,1553953908,2023-10-31 19:38:41,M:
Q:\20230607_NIH_tripleKO\2023.06.07-13.40.31-Rec-.cmtr,2023.06.07-13.40.31-Rec-.cmtr,1.45,1551999292,2023-06-08 08:38:05,Q:
M:\20231101_Rd\2023.11.01-12.40.49-Rec-.cmtr,2023.11.01-12.40.49-Rec-.cmtr,1.45,1551731528,2023-11-04 10:40:04,M:
L:\20230811_NIH_tripleKO\2023.08.11-10.58.28-Rec-.cmtr,2023.08.11-10.58.28-Rec-.cmtr,1.44,1545794996,2023-08-12 22:03:24,L:
L:\20230821_NIH_tripleKO\2023.08.21-14.20.35-Rec-.cmtr,2023.08.21-14.20.35-Rec-.cmtr,1.44,1544142812,2023-08-24 01:13:34,L:
L:\20230913_Ben_SB_CP\Agonist CP\2023.09.12-11.51.58-Rec-.cmtr,2023.09.12-11.51.58-Rec-.cmtr,1.43,1540491424,2023-09-15 19:55:06,L:
M:\20230427_Rd\2023.04.27-13.36.10-Rec-.cmtr,2023.04.27-13.36.10-Rec-.cmtr,1.43,1533086052,2023-04-28 15:14:52,M:
R:\20250227_Rd\2025.02.27-09.39.05-Rec-.cmtr,2025.02.27-09.39.05-Rec-.cmtr,1.43,1532280444,2025-03-11 10:05:46,R:
O:\20250407_Rd\2025.04.07-14.48.16-Rec-.cmtr,2025.04.07-14.48.16-Rec-.cmtr,1.42,1525853612,2025-04-18 08:51:04,O:
M:\20231212_WT_AAV_opn4\2023.12.12-09.51.58-Rec-.cmtr,2023.12.12-09.51.58-Rec-.cmtr,1.42,1522469020,2023-12-12 18:35:55,M:
Q:\20230505_NIH_singleKO\2023.05.05-13.44.02-Rec-.cmtr,2023.05.05-13.44.02-Rec-.cmtr,1.42,1520146156,2023-05-07 21:54:48,Q:
Q:\20230607_NIH_tripleKO\2023.06.07-12.51.58-Rec-.cmtr,2023.06.07-12.51.58-Rec-.cmtr,1.41,1516025772,2023-06-07 17:04:59,Q:
Q:\20240530\set6\2024.05.30-11.24.43-Rec-.cmtr,2024.05.30-11.24.43-Rec-.cmtr,1.41,1514952760,2024-06-02 10:36:34,Q:
M:\20240126_protocol_test\2024.01.26-14.39.19-Rec-.cmtr,2024.01.26-14.39.19-Rec-.cmtr,1.41,1514702448,2024-02-02 22:04:12,M:
M:\20240126_protocol_test\2024.01.26-09.48.58-Rec-.cmtr,2024.01.26-09.48.58-Rec-.cmtr,1.41,1513940580,2024-02-01 11:52:33,M:
Q:\20230526_REST\2023.05.26-12.06.05-Rec-.cmtr,2023.05.26-12.06.05-Rec-.cmtr,1.41,1509282996,2023-05-27 21:31:01,Q:
P:\JHU2022\JHU_data\2022.12.22-18.34.29-Rec-.cmtr,2022.12.22-18.34.29-Rec-.cmtr,1.4,1506743632,2023-03-31 23:43:12,P:
L:\202301\20230119\2023.01.19-11.25.25-Rec-.cmtr,2023.01.19-11.25.25-Rec-.cmtr,1.4,1502306288,2023-01-30 16:28:40,L:
Q:\20230505_NIH_singleKO\2023.05.05-12.10.36-Rec-.cmtr,2023.05.05-12.10.36-Rec-.cmtr,1.39,1496696960,2023-05-10 15:35:48,Q:
L:\20230915_NMDA\2023.09.15-11.45.41-Rec-.cmtr,2023.09.15-11.45.41-Rec-.cmtr,1.39,1487597556,2023-09-18 14:36:06,L:
L:\20230620_FAD\2023.06.20-13.00.54-Rec-.cmtr,2023.06.20-13.00.54-Rec-.cmtr,1.38,1485797320,2023-07-03 06:17:41,L:
L:\20230821_NIH_tripleKO\2023.08.21-12.22.36-Rec-.cmtr,2023.08.21-12.22.36-Rec-.cmtr,1.38,1484995324,2023-08-22 17:58:54,L:
L:\202301\20230110\2023.01.10-13.44.04-Rec-.cmtr,2023.01.10-13.44.04-Rec-.cmtr,1.38,1483106204,2023-02-10 03:17:09,L:
L:\20230905_Rd\2023.09.05-14.02.19-Rec-.cmtr,2023.09.05-14.02.19-Rec-.cmtr,1.37,1467814592,2023-09-08 13:38:36,L:
R:\20250129_Rd\steps_bluelight\2025.01.29-14.00.17-Rec-.cmtr,2025.01.29-14.00.17-Rec-.cmtr,1.36,1464617028,2025-02-08 09:12:45,R:
M:\20231101_Rd\2023.11.01-09.54.17-Rec-.cmtr,2023.11.01-09.54.17-Rec-.cmtr,1.36,1456574604,2023-11-06 17:36:30,M:
Q:\20230607_NIH_tripleKO\2023.06.07-10.19.17-Rec-.cmtr,2023.06.07-10.19.17-Rec-.cmtr,1.36,1456155400,2023-06-09 02:16:20,Q:
M:\20231212_WT_AAV_opn4\2023.12.12-11.12.04-Rec-.cmtr,2023.12.12-11.12.04-Rec-.cmtr,1.36,1455872848,2023-12-12 18:49:02,M:
P:\JHU2022\JHU_data\2022.12.22-12.32.53-Rec-.cmtr,2022.12.22-12.32.53-Rec-.cmtr,1.35,1451372512,2023-06-10 00:35:00,P:
O:\20250327_Rd\2025.03.27-16.41.16-Rec-.cmtr,2025.03.27-16.41.16-Rec-.cmtr,1.35,1449185776,2025-04-01 15:35:14,O:
M:\20231212_WT_AAV_opn4\2023.12.12-12.15.50-Rec-.cmtr,2023.12.12-12.15.50-Rec-.cmtr,1.33,1433119232,2023-12-12 16:43:05,M:
Q:\20230607_NIH_tripleKO\2023.06.07-14.10.49-Rec-.cmtr,2023.06.07-14.10.49-Rec-.cmtr,1.33,1432265472,2023-06-08 13:47:37,Q:
M:\20240208_protocol_test\2024.02.08-14.45.44-Rec-.cmtr,2024.02.08-14.45.44-Rec-.cmtr,1.33,1431778600,2024-02-11 03:54:30,M:
O:\20250401_Rd_2\2025.04.01-16.21.49-Rec-.cmtr,2025.04.01-16.21.49-Rec-.cmtr,1.33,1429556908,2025-04-18 13:48:48,O:
O:\Pancrease_cells\2025.09.30-09.38.08-Rec-.cmtr,2025.09.30-09.38.08-Rec-.cmtr,1.33,1427328548,2025-10-16 13:47:04,O:
R:\20240912_NMDA\2024.09.12-13.23.31-Rec-.cmtr,2024.09.12-13.23.31-Rec-.cmtr,1.33,1426107616,2024-09-19 10:08:13,R:
P:\JHU2022\JHU_data\2022.12.22-12.29.34-Rec-.cmtr,2022.12.22-12.29.34-Rec-.cmtr,1.33,1422823616,2023-06-09 23:25:32,P:
Q:\20230607_NIH_tripleKO\2023.06.07-14.19.31-Rec-.cmtr,2023.06.07-14.19.31-Rec-.cmtr,1.32,1420188588,2023-06-08 15:58:11,Q:
M:\20231031_Rd\2023.10.31-12.49.46-Rec-.cmtr,2023.10.31-12.49.46-Rec-.cmtr,1.32,1419854696,2023-11-03 20:47:10,M:
O:\20250523_Jason\2025.05.23-15.13.31-Rec-.cmtr,2025.05.23-15.13.31-Rec-.cmtr,1.31,1411626932,2025-05-24 10:53:22,O:
Q:\20230607_NIH_tripleKO\2023.06.07-13.00.22-Rec-.cmtr,2023.06.07-13.00.22-Rec-.cmtr,1.31,1407542568,2023-06-07 19:27:30,Q:
L:\20230622_FAD\2023.06.22-13.27.22-Rec-.cmtr,2023.06.22-13.27.22-Rec-.cmtr,1.31,1402862320,2023-07-01 21:29:58,L:
P:\20251016_low_glucose\2025.10.16-15.31.35-Rec-.cmtr,2025.10.16-15.31.35-Rec-.cmtr,1.3,1392423592,2025-10-19 17:16:13,P:
M:\20231031_Rd\2023.10.31-14.01.34-Rec-.cmtr,2023.10.31-14.01.34-Rec-.cmtr,1.29,1386596124,2023-11-04 05:51:20,M:
M:\20240123_protocol_test\2024.01.23-11.35.07-Rec-.cmtr,2024.01.23-11.35.07-Rec-.cmtr,1.28,1379334780,2024-01-26 12:48:54,M:
M:\20231101_Rd\2023.11.01-13.43.33-Rec-.cmtr,2023.11.01-13.43.33-Rec-.cmtr,1.28,1369896676,2023-11-01 23:39:22,M:
O:\20250401_Rd\2025.04.01-10.03.07-Rec-.cmtr,2025.04.01-10.03.07-Rec-.cmtr,1.27,1368466184,2025-04-14 14:51:56,O:
M:\20230501_Rd\2023.05.01-11.18.54-Rec-.cmtr,2023.05.01-11.18.54-Rec-.cmtr,1.27,1367672764,2023-05-02 01:09:11,M:
M:\20230501_Rd\2023.05.01-11.57.52-Rec-.cmtr,2023.05.01-11.57.52-Rec-.cmtr,1.27,1367152888,2023-05-02 13:04:26,M:
M:\20231205_MFA\2023.12.05-13.09.32-Rec-.cmtr,2023.12.05-13.09.32-Rec-.cmtr,1.27,1364811644,2023-12-06 15:28:41,M:
O:\20250513_Rd\2025.05.13-13.57.09-Rec-.cmtr,2025.05.13-13.57.09-Rec-.cmtr,1.27,1359399596,2025-05-14 21:34:25,O:
Q:\20230531_REST_WT\2023.05.31-16.13.14-Rec-.cmtr,2023.05.31-16.13.14-Rec-.cmtr,1.26,1353382796,2023-06-03 04:25:41,Q:
M:\20231101_Rd\2023.11.01-13.34.10-Rec-.cmtr,2023.11.01-13.34.10-Rec-.cmtr,1.25,1345070488,2023-11-01 20:10:40,M:
L:\20230913_Ben_SB_CP\Agonist CP\2023.09.12-12.01.59-Rec-.cmtr,2023.09.12-12.01.59-Rec-.cmtr,1.25,1343505312,2023-09-15 20:41:12,L:
L:\20230810_Vglu\2023.08.10-12.12.54-Rec-.cmtr,2023.08.10-12.12.54-Rec-.cmtr,1.24,1332186128,2023-08-13 04:06:50,L:
Q:\20230505_NIH_singleKO\2023.05.05-12.51.19-Rec-.cmtr,2023.05.05-12.51.19-Rec-.cmtr,1.24,1329818008,2023-05-06 07:19:01,Q:
M:\20231101_Rd\2023.11.01-11.36.20-Rec-.cmtr,2023.11.01-11.36.20-Rec-.cmtr,1.23,1326002208,2023-11-03 12:29:25,M:
P:\JHU2022\JHU_data\2022.12.22-18.29.46-Rec-.cmtr,2022.12.22-18.29.46-Rec-.cmtr,1.23,1325037104,2023-03-31 22:18:42,P:
M:\20231205_MFA\2023.12.05-13.52.26-Rec-.cmtr,2023.12.05-13.52.26-Rec-.cmtr,1.23,1322478596,2023-12-06 09:20:56,M:
L:\20230823_REST\2023.08.23-10.50.22-Rec-.cmtr,2023.08.23-10.50.22-Rec-.cmtr,1.23,1318789736,2023-08-27 22:39:24,L:
M:\20231101_Rd\2023.11.01-12.43.11-Rec-.cmtr,2023.11.01-12.43.11-Rec-.cmtr,1.22,1312355032,2023-11-04 11:51:18,M:
P:\20251002_HttrB_antagonist\2025.10.02-10.15.15-Rec-.cmtr,2025.10.02-10.15.15-Rec-.cmtr,1.22,1311486656,2025-11-03 14:06:54,P:
O:\20250408_Rd\2025.04.08-12.59.18-Rec-.cmtr,2025.04.08-12.59.18-Rec-.cmtr,1.22,1309039036,2025-04-15 12:20:30,O:
M:\20231030_Rd\2023.10.30-14.09.36-Rec-.cmtr,2023.10.30-14.09.36-Rec-.cmtr,1.22,1308987060,2023-11-01 14:42:04,M:
M:\20231012_Ben_agonist\2023.10.12-16.31.33-Rec-.cmtr,2023.10.12-16.31.33-Rec-.cmtr,1.21,1299540448,2023-10-16 12:38:59,M:
M:\20231031_Rd\2023.10.31-10.48.28-Rec-.cmtr,2023.10.31-10.48.28-Rec-.cmtr,1.21,1295051636,2023-10-31 17:52:40,M:
L:\20230821_NIH_tripleKO\2023.08.21-12.59.20-Rec-.cmtr,2023.08.21-12.59.20-Rec-.cmtr,1.2,1293276284,2023-08-22 12:12:02,L:
L:\20230911_wt\2023.09.11-10.48.57-Rec-.cmtr,2023.09.11-10.48.57-Rec-.cmtr,1.2,1289253416,2023-09-12 11:02:50,L:
M:\20231031_Rd\2023.10.31-12.47.36-Rec-.cmtr,2023.10.31-12.47.36-Rec-.cmtr,1.2,1287255108,2023-11-03 19:34:06,M:
M:\20231129_Rd\2023.11.29-13.44.47-Rec-.cmtr,2023.11.29-13.44.47-Rec-.cmtr,1.2,1285517080,2023-11-30 12:28:12,M:
Q:\20230607_NIH_tripleKO\2023.06.07-09.48.08-Rec-.cmtr,2023.06.07-09.48.08-Rec-.cmtr,1.2,1283878912,2023-06-07 20:03:46,Q:
R:\20250227_Rd\2025.02.27-10.14.18-Rec-.cmtr,2025.02.27-10.14.18-Rec-.cmtr,1.19,1279737332,2025-03-03 10:58:55,R:
M:\20231212_WT_AAV_opn4\2023.12.12-12.01.40-Rec-.cmtr,2023.12.12-12.01.40-Rec-.cmtr,1.19,1279697176,2023-12-12 20:25:08,M:
M:\20231031_Rd\2023.10.31-13.15.13-Rec-.cmtr,2023.10.31-13.15.13-Rec-.cmtr,1.19,1275223572,2023-11-03 10:50:26,M:
M:\20231010_NMDA\2023.10.10-13.21.55-Rec-.cmtr,2023.10.10-13.21.55-Rec-.cmtr,1.19,1273151044,2023-10-10 23:22:10,M:
M:\20231031_Rd\2023.10.31-15.07.21-Rec-.cmtr,2023.10.31-15.07.21-Rec-.cmtr,1.19,1272657168,2023-11-04 18:44:26,M:
Q:\20230608_NIH_tripleKO\2023.06.08-13.33.23-Rec-.cmtr,2023.06.08-13.33.23-Rec-.cmtr,1.17,1255740052,2023-06-09 00:41:53,Q:
M:\20231030_WT_AAV_opn4\2023.10.30-10.27.55-Rec-.cmtr,2023.10.30-10.27.55-Rec-.cmtr,1.17,1255008672,2023-11-01 19:33:02,M:
Q:\20230531_REST_WT\2023.05.31-16.32.20-Rec-.cmtr,2023.05.31-16.32.20-Rec-.cmtr,1.17,1253920740,2023-06-03 05:55:51,Q:
R:\20250227_Rd\2025.02.27-13.07.22-Rec-.cmtr,2025.02.27-13.07.22-Rec-.cmtr,1.16,1250668488,2025-03-05 09:51:32,R:
Q:\20230523_NIH_singleKO\2023.05.23-13.29.15-Rec-.cmtr,2023.05.23-13.29.15-Rec-.cmtr,1.16,1248874512,2023-05-26 08:53:49,Q:
M:\20231129_Rd\2023.11.29-14.55.21-Rec-.cmtr,2023.11.29-14.55.21-Rec-.cmtr,1.16,1246417320,2023-11-30 17:33:47,M:
M:\20231031_Rd\2023.10.31-15.01.39-Rec-.cmtr,2023.10.31-15.01.39-Rec-.cmtr,1.16,1245687348,2023-11-04 14:33:46,M:
L:\202301\20230110\2023.01.10-12.15.36-Rec-.cmtr,2023.01.10-12.15.36-Rec-.cmtr,1.16,1241158128,2023-02-09 21:08:51,L:
P:\JHU2022\JHU_data\2022.12.22-12.26.29-Rec-.cmtr,2022.12.22-12.26.29-Rec-.cmtr,1.15,1238190428,2023-06-09 22:24:30,P:
L:\20230906_Rd\2023.09.06-10.38.09-Rec-.cmtr,2023.09.06-10.38.09-Rec-.cmtr,1.15,1233584080,2023-09-07 11:13:27,L:
M:\20231010_NMDA\2023.10.10-09.43.56-Rec-.cmtr,2023.10.10-09.43.56-Rec-.cmtr,1.14,1223310144,2023-10-10 17:26:04,M:
O:\20250513_Rd\2025.05.13-15.07.34-Rec-.cmtr,2025.05.13-15.07.34-Rec-.cmtr,1.14,1222495176,2025-05-14 20:29:03,O:
M:\20230502_Rd\2023.05.02-12.22.02-Rec-.cmtr,2023.05.02-12.22.02-Rec-.cmtr,1.14,1222293008,2023-05-04 17:57:28,M:
O:\20250407_Rd\2025.04.07-10.49.26-Rec-.cmtr,2025.04.07-10.49.26-Rec-.cmtr,1.14,1221013012,2025-04-18 15:30:18,O:
M:\20231101_Rd\2023.11.01-13.27.28-Rec-.cmtr,2023.11.01-13.27.28-Rec-.cmtr,1.13,1217162064,2023-11-01 15:50:01,M:
L:\20230622_FAD\2023.06.22-14.18.40-Rec-.cmtr,2023.06.22-14.18.40-Rec-.cmtr,1.13,1215347620,2023-07-01 23:16:53,L:
L:\202301\20230125\2023.01.25-15.31.30-Rec-.cmtr,2023.01.25-15.31.30-Rec-.cmtr,1.13,1212295704,2023-01-26 16:48:48,L:
L:\20230616_NIH_SingleKO\2023.06.16-12.12.43-Rec-.cmtr,2023.06.16-12.12.43-Rec-.cmtr,1.12,1203675260,2023-06-28 11:32:37,L:
Q:\20230526_REST\2023.05.26-12.46.06-Rec-.cmtr,2023.05.26-12.46.06-Rec-.cmtr,1.12,1201742444,2023-05-30 11:17:28,Q:
O:\20250327_Rd\2025.03.27-15.29.03-Rec-.cmtr,2025.03.27-15.29.03-Rec-.cmtr,1.12,1199403680,2025-04-14 11:44:26,O:
Q:\20230505_NIH_singleKO\2023.05.05-11.19.20-Rec-.cmtr,2023.05.05-11.19.20-Rec-.cmtr,1.11,1192786868,2023-05-08 13:16:30,Q:
M:\20231031_Rd\2023.10.31-15.16.01-Rec-.cmtr,2023.10.31-15.16.01-Rec-.cmtr,1.11,1189391852,2023-11-06 12:44:49,M:
O:\20250513_Jason\2025.05.13-10.39.19-Rec-.cmtr,2025.05.13-10.39.19-Rec-.cmtr,1.1,1185049380,2025-05-13 17:12:02,O:
O:\20250401_Rd_2\2025.04.01-15.07.45-Rec-.cmtr,2025.04.01-15.07.45-Rec-.cmtr,1.1,1176832076,2025-04-17 13:37:52,O:
O:\20250327_Rd\2025.03.27-13.44.55-Rec-.cmtr,2025.03.27-13.44.55-Rec-.cmtr,1.1,1176766748,2025-03-31 20:06:32,O:
M:\20231129_Rd\2023.11.29-14.14.41-Rec-.cmtr,2023.11.29-14.14.41-Rec-.cmtr,1.09,1171058116,2023-11-29 21:28:58,M:
L:\20230822_REST_WT\2023.08.22-11.00.12-Rec-.cmtr,2023.08.22-11.00.12-Rec-.cmtr,1.09,1170902844,2023-08-27 22:41:20,L:
Q:\20230608_NIH_tripleKO\2023.06.08-10.47.38-Rec-.cmtr,2023.06.08-10.47.38-Rec-.cmtr,1.09,1170013684,2023-06-08 17:55:55,Q:
L:\202212\20221206\2022.12.06-15.21.32-Rec-.cmtr,2022.12.06-15.21.32-Rec-.cmtr,1.09,1169619268,2023-03-22 09:34:31,L:
P:\JHU2022\JHU_data\2022.12.22-17.46.51-Rec-.cmtr,2022.12.22-17.46.51-Rec-.cmtr,1.08,1163692200,2023-03-27 18:57:46,P:
Q:\20240808_ipRGC\2024.08.08-10.06.06-Rec-.cmtr,2024.08.08-10.06.06-Rec-.cmtr,1.08,1157016704,2024-08-11 03:01:58,Q:
L:\20230913_Ben_SB_CP\Antagnist SB\2023.09.12-16.16.54-Rec-.cmtr,2023.09.12-16.16.54-Rec-.cmtr,1.07,1150559712,2023-09-13 23:18:00,L:
P:\JHU2022\JHU_data\2022.12.22-17.49.19-Rec-.cmtr,2022.12.22-17.49.19-Rec-.cmtr,1.07,1146161444,2023-03-27 19:52:00,P:
M:\20230502_Rd\2023.05.02-12.17.42-Rec-.cmtr,2023.05.02-12.17.42-Rec-.cmtr,1.07,1144520040,2023-05-04 15:12:09,M:
P:\20251002_HttrB_antagonist\2025.10.02-10.05.14-Rec-.cmtr,2025.10.02-10.05.14-Rec-.cmtr,1.07,1143777392,2025-11-05 10:04:25,P:
Q:\20230523_NIH_singleKO\2023.05.23-11.41.38-Rec-.cmtr,2023.05.23-11.41.38-Rec-.cmtr,1.06,1143296732,2023-05-26 09:53:54,Q:
Q:\20240530\steps\2024.05.30-11.47.12-Rec-.cmtr,2024.05.30-11.47.12-Rec-.cmtr,1.06,1143076160,2024-06-10 09:57:47,Q:
Q:\20230523_NIH_singleKO\2023.05.23-13.38.29-Rec-.cmtr,2023.05.23-13.38.29-Rec-.cmtr,1.06,1140137964,2023-05-26 13:49:35,Q:
M:\20231205_MFA\2023.12.05-10.56.17-Rec-.cmtr,2023.12.05-10.56.17-Rec-.cmtr,1.06,1139071432,2023-12-05 19:57:22,M:
M:\20231010_NMDA\2023.10.10-12.27.06-Rec-.cmtr,2023.10.10-12.27.06-Rec-.cmtr,1.06,1138822252,2023-10-10 21:07:08,M:
